amount,avg_txn_amount,amount_deviation,txn_frequency_24h,txn_hour,is_new_beneficiary,prior_suspicious_count,account_age_days,balance_to_amount_ratio,is_transfer,is_fraud
23586.19,21233.75,0.1108,1,7,0,0,1762,13.0636,0,0
5202.41,5522.18,-0.0579,1,9,0,0,1603,11.0979,0,0
20325.37,18193.04,0.1172,0,16,0,0,1181,11.9133,1,0
22683.39,21957.91,0.033,0,11,0,0,1319,2.7928,1,0
118657.63,6921.21,16.1417,8,1,1,1,215,0.0918,1,1
120220.49,4515.55,25.618,8,0,1,0,31,0.4436,1,1
8904.81,6588.88,0.3514,3,15,0,0,1795,5.0431,0,0
9942.15,13316.26,-0.2534,2,14,0,0,181,26.1412,0,0
9420.59,5891.19,0.599,2,12,0,0,514,7.2097,0,0
145806.97,5329.91,26.3514,8,21,1,0,58,0.0795,1,1
8491.89,6044.68,0.4048,2,10,0,0,1303,31.3127,0,0
5053.14,17716.65,-0.7147,1,22,0,0,687,50.0989,0,0
9213.18,10998.33,-0.1623,1,8,0,0,1194,32.0003,0,0
2416.93,3229.65,-0.2516,1,9,0,0,1960,146.1311,1,0
30262.74,21853.04,0.3848,0,6,0,0,481,2.0767,1,0
5219.95,13437.64,-0.6115,3,10,0,0,1762,58.9732,0,0
9705.66,7045.12,0.3776,3,6,0,0,466,18.3435,1,0
7941.95,24431.49,-0.6749,0,6,0,0,723,11.1118,1,0
15242.22,13519.07,0.1275,0,13,0,0,1984,11.3812,1,0
11306.41,13045.71,-0.1333,2,18,0,0,539,31.7101,0,0
31874.76,19756.97,0.6133,0,13,0,0,683,6.3173,1,0
13283.68,17303.17,-0.2323,0,16,1,0,438,23.8522,1,0
31795.81,21849.13,0.4552,2,23,0,0,1767,9.322,0,0
6441.74,10169.13,-0.3665,3,14,0,0,529,34.5262,1,0
29008.87,18417.05,0.5751,0,10,0,0,327,7.0414,1,0
6073.2,4549.73,0.3348,3,14,0,0,64,28.794,0,0
27967.15,24892.16,0.1235,2,15,0,0,1264,2.1091,1,0
18314.17,17522.21,0.0452,3,8,0,0,1483,19.0889,0,0
17724.33,21707.35,-0.1835,2,3,1,0,853,5.7178,1,0
28343.59,19393.55,0.4615,1,17,0,0,727,2.0455,0,0
6547.0,7194.13,-0.0899,1,23,0,0,1545,38.1083,1,0
13708.04,11943.75,0.1477,1,16,0,0,1147,1.6133,0,0
19813.12,11753.35,0.6857,1,3,0,0,1009,15.3963,1,0
20274.22,23243.78,-0.1278,2,19,0,0,1876,17.282,0,0
5817.54,5131.52,0.1337,1,9,0,0,770,4.3295,1,0
7617.54,10746.33,-0.2911,1,17,0,0,1310,33.4739,0,0
2736.15,3533.35,-0.2256,0,7,0,0,1859,140.561,0,0
34963.17,21248.06,0.6454,2,7,0,0,106,3.8611,1,0
3306.62,3571.17,-0.0741,0,11,0,0,1978,84.32,0,0
37611.66,22648.26,0.6607,0,17,0,0,1129,6.7125,1,0
25389.79,22282.13,0.1395,2,18,0,0,1718,6.2631,1,0
10194.1,13570.69,-0.2488,0,10,0,0,65,27.5276,1,0
24709.15,22274.32,0.1093,3,8,0,0,486,14.812,1,0
8810.04,12057.62,-0.2693,0,6,0,0,1525,6.0085,0,0
107658.84,3078.16,33.964,6,21,1,0,60,0.2683,1,1
9313.85,12977.97,-0.2823,1,11,0,0,447,30.2391,0,0
8867.57,11270.77,-0.2132,0,8,0,0,1566,10.7692,0,0
10405.31,12638.2,-0.1767,2,1,0,0,1235,10.127,0,0
12469.79,24006.88,-0.4806,2,17,0,0,497,2.5065,0,0
19212.14,14667.78,0.3098,2,19,0,0,659,1.4262,0,0
17569.7,12953.5,0.3563,1,17,0,0,599,14.5573,0,0
34317.02,23957.48,0.4324,3,22,0,0,1367,1.0455,1,0
3170.71,3570.02,-0.1118,0,15,0,0,704,21.2365,1,0
17482.6,9655.38,0.8106,0,15,0,0,1938,22.5276,1,0
21845.27,21874.29,-0.0013,1,19,0,0,1647,8.8271,1,0
4181.67,4230.06,-0.0114,0,19,0,0,1712,91.8385,0,0
8386.45,8450.36,-0.0076,3,13,0,0,775,22.2175,0,0
12266.56,16688.79,-0.265,3,7,0,0,966,2.3415,1,0
13487.25,10821.39,0.2463,3,8,1,0,1644,4.5083,1,0
18233.55,18884.84,-0.0345,1,6,0,0,1155,6.9636,1,0
32804.38,24728.57,0.3266,2,11,0,0,675,11.4277,1,0
13327.87,19215.72,-0.3064,2,2,0,0,1081,18.4876,1,0
21493.82,19764.72,0.0875,1,12,0,0,431,9.4325,1,0
302766.85,8710.27,33.7559,4,19,1,2,24,0.1118,1,1
32348.1,23705.14,0.3646,3,5,0,0,1664,5.6911,0,0
8659.41,5050.76,0.7143,2,6,1,0,521,40.7253,1,0
25693.22,19599.3,0.3109,3,13,0,0,1574,0.7869,0,0
9247.44,11119.51,-0.1683,0,16,0,0,189,13.0844,1,0
21577.53,12779.12,0.6884,0,12,0,0,902,7.1181,0,0
3406.8,3517.67,-0.0315,3,9,0,0,1250,52.3748,0,0
10072.84,10846.28,-0.0713,3,16,1,0,1469,9.3366,1,0
3183.52,5934.18,-0.4634,2,18,0,0,672,95.588,1,0
9069.95,9096.02,-0.0029,1,8,1,0,1316,25.9766,1,0
15131.57,23541.41,-0.3572,2,9,0,0,1142,21.2954,0,0
4506.51,3034.78,0.4848,1,17,1,0,877,14.3786,0,0
7430.81,5051.06,0.471,0,14,0,0,705,44.1982,1,0
7441.73,9243.99,-0.1949,0,12,0,0,52,14.5854,0,0
6324.18,15581.64,-0.5941,0,6,0,0,647,54.6364,1,0
425411.76,13119.69,31.423,4,2,1,2,261,0.0633,1,1
22452.61,16689.65,0.3453,0,5,0,0,1805,10.4424,0,0
8094.32,9648.18,-0.161,2,23,0,0,510,46.8888,1,0
23715.19,20576.99,0.1525,3,8,1,0,592,6.8396,1,0
4581.6,7695.12,-0.4046,2,17,1,0,1925,59.1999,1,0
9516.09,15142.18,-0.3715,1,23,0,0,814,14.9495,0,0
10543.53,10359.91,0.0177,2,21,0,0,1828,21.6125,0,0
20472.46,18124.94,0.1295,3,8,1,0,134,16.8075,0,0
21529.23,23135.39,-0.0694,1,23,0,0,791,6.7665,1,0
18936.29,23551.9,-0.196,3,11,0,0,111,17.3666,0,0
25539.27,17185.38,0.4861,3,11,0,0,1428,4.9858,0,0
10188.72,15899.8,-0.3592,1,18,1,0,1629,27.9689,0,0
10414.3,11202.29,-0.0703,0,8,1,0,1548,37.585,1,0
15077.72,17092.21,-0.1179,2,11,0,0,1438,18.1081,1,0
12010.73,11608.42,0.0347,2,7,0,0,354,6.4072,0,0
29539.98,23993.09,0.2312,0,11,0,0,1364,10.1821,0,0
11479.86,8520.9,0.3472,1,13,0,0,1429,13.1531,0,0
14257.75,22770.59,-0.3738,3,7,0,0,742,9.2569,0,0
6734.04,12208.45,-0.4484,0,14,1,0,1701,24.8765,0,0
23692.67,19801.63,0.1965,1,4,0,0,1082,15.3393,0,0
35470.63,23107.56,0.535,1,13,0,0,1689,10.7148,1,0
28635.91,19295.5,0.484,1,18,1,0,713,10.6946,0,0
9684.69,14232.99,-0.3195,0,8,0,0,643,29.0546,1,0
4527.1,6370.08,-0.2893,2,11,0,0,994,67.1671,1,0
5860.24,6029.29,-0.028,2,15,0,0,262,27.2026,0,0
12496.3,9335.84,0.3385,0,6,0,0,1464,19.7322,1,0
18159.4,18604.8,-0.0239,2,13,1,0,855,20.0533,0,0
22735.72,18268.03,0.2446,0,9,0,0,764,15.9786,0,0
13910.59,16183.47,-0.1404,2,12,0,0,491,4.3232,1,0
10358.01,16234.59,-0.362,0,10,0,0,1853,22.6207,0,0
28467.87,22670.86,0.2557,0,6,0,0,1283,11.102,1,0
6121.82,6331.53,-0.0331,3,9,0,0,1823,53.7775,0,0
17377.56,21095.15,-0.1762,2,6,0,0,580,6.8195,1,0
24326.23,17619.05,0.3807,1,20,0,0,123,7.2207,1,0
17561.09,16965.0,0.0351,3,12,0,0,732,8.2522,0,0
31819.57,23745.13,0.34,2,6,0,0,912,5.9395,0,0
6305.75,15139.29,-0.5834,0,20,0,0,559,12.8133,0,0
21022.28,19816.89,0.0608,0,6,0,0,794,6.0073,1,0
9835.89,13005.29,-0.2437,2,6,0,0,81,24.6148,1,0
28238.64,23132.78,0.2207,2,10,0,0,765,8.1371,0,0
8244.34,9845.62,-0.1626,0,13,0,0,268,23.9136,1,0
14483.43,13259.29,0.0923,0,17,0,0,1756,25.7434,1,0
10790.32,22467.55,-0.5197,1,15,0,0,963,6.6345,1,0
27573.06,15347.57,0.7965,2,12,0,0,618,9.1271,1,0
5965.92,4267.73,0.3978,3,13,0,0,527,29.6329,0,0
29282.09,18838.75,0.5543,2,13,0,0,791,12.1055,1,0
2859.04,5547.38,-0.4845,0,13,0,0,343,66.0269,0,0
6515.66,5019.59,0.298,0,10,0,0,526,47.7479,1,0
15303.22,13784.44,0.1102,2,14,0,0,1478,12.0711,0,0
7499.62,5872.21,0.2771,0,15,0,0,205,49.9355,0,0
13040.26,10452.26,0.2476,1,1,1,0,133,14.4607,0,0
14234.74,13760.13,0.0345,0,15,0,0,789,19.0503,1,0
3968.31,3962.28,0.0015,0,17,0,0,1651,18.6938,0,0
10290.69,17966.24,-0.4272,2,17,0,0,631,6.1729,0,0
21414.67,15013.42,0.4263,3,16,0,0,1911,2.716,1,0
15220.98,13771.4,0.1053,0,15,0,0,568,23.9266,0,0
11856.28,16452.9,-0.2794,0,13,0,0,676,17.3229,1,0
3190.44,5515.18,-0.4214,1,15,0,0,94,119.2071,1,0
17595.83,13163.24,0.3367,3,7,1,0,795,21.5534,1,0
7622.19,10925.21,-0.3023,2,9,0,0,1429,36.2763,1,0
19059.19,21778.21,-0.1248,2,11,0,0,1744,1.8431,0,0
12313.32,7221.47,0.705,0,19,0,0,630,15.2244,0,0
9826.32,17849.49,-0.4495,2,1,0,0,1591,27.472,0,0
8515.18,16200.17,-0.4743,2,7,0,0,416,33.1582,1,0
155865.02,8912.54,16.4864,8,21,1,2,376,0.1511,1,1
13236.45,23157.16,-0.4284,0,17,1,0,334,24.7837,1,0
9255.38,12550.33,-0.2625,0,12,1,0,1415,19.6499,0,0
15827.98,13559.26,0.1673,2,18,0,0,999,16.2988,0,0
11199.13,9808.29,0.1418,2,15,0,0,932,30.1196,0,0
11272.7,9893.73,0.1394,1,15,0,0,170,27.8449,1,0
10320.27,22433.85,-0.5399,0,11,0,0,152,24.2849,0,0
16728.26,23678.68,-0.2935,0,22,0,0,1797,23.7129,0,0
15792.92,18217.6,-0.1331,2,16,0,0,1246,14.3464,1,0
14597.65,14769.58,-0.0116,3,16,0,0,469,27.1336,0,0
168988.4,13395.51,11.6144,7,22,1,1,134,0.3422,1,1
6420.85,13818.87,-0.5353,2,20,1,0,1845,42.8645,0,0
30306.62,20055.64,0.5111,3,16,1,0,557,4.8687,1,0
18585.66,19480.0,-0.0459,2,15,1,0,671,5.0613,1,0
81823.09,6523.35,11.5413,4,5,1,3,334,0.3167,1,1
15151.44,11533.37,0.3137,0,23,0,0,730,19.5097,0,0
15551.19,10263.9,0.5151,1,7,0,0,1000,19.5323,0,0
6376.38,5909.24,0.079,1,12,1,0,1827,13.8241,0,0
4795.78,5385.67,-0.1095,1,8,0,0,1166,22.3312,1,0
18014.09,24104.55,-0.2527,2,15,0,0,1368,15.8173,1,0
32520.35,20313.36,0.6009,2,16,0,0,1530,5.4629,0,0
2430.01,5595.84,-0.5656,2,11,0,0,505,63.2165,0,0
5433.8,5757.19,-0.0562,2,6,0,0,1159,36.2509,1,0
14599.78,21197.93,-0.3112,2,19,0,0,68,3.5688,1,0
25133.88,19252.47,0.3055,3,21,0,0,1546,6.1621,1,0
19736.83,22809.36,-0.1347,1,21,0,0,1096,6.3998,0,0
4439.1,4617.15,-0.0386,1,16,0,0,248,71.5926,0,0
2622.42,12786.06,-0.7948,3,7,0,0,697,91.6017,0,0
28526.19,17448.97,0.6348,3,5,0,0,327,11.761,1,0
30863.26,23685.79,0.303,1,10,0,0,1390,9.7224,1,0
33314.67,22096.45,0.5077,1,5,0,0,859,3.6782,0,0
33469.35,24563.53,0.3625,2,2,1,0,191,9.7326,0,0
5003.85,5315.02,-0.0585,1,16,0,0,1485,21.1724,1,0
19737.15,19224.45,0.0267,1,18,0,0,634,15.1142,0,0
29696.55,21932.55,0.354,0,13,0,0,1979,8.0935,1,0
10184.64,7139.44,0.4265,2,22,0,0,33,6.7172,0,0
10522.25,11445.57,-0.0807,1,7,0,0,885,12.8388,1,0
12559.76,12022.11,0.0447,1,12,0,0,179,6.5791,1,0
4579.25,8754.93,-0.4769,2,8,1,0,1911,20.3708,1,0
323757.17,8883.93,35.439,7,22,1,1,67,0.071,1,1
25841.69,18140.49,0.4245,1,0,0,0,1887,7.8418,0,0
32989.34,18674.32,0.7665,3,10,0,0,740,4.1186,1,0
14840.16,13796.65,0.0756,0,6,0,0,256,4.7196,1,0
10016.4,7734.68,0.295,2,6,0,0,182,24.4452,1,0
18022.57,18679.65,-0.0352,0,9,0,0,1190,9.5071,1,0
21629.26,19373.59,0.1164,2,12,0,0,442,5.8686,1,0
9609.4,9960.14,-0.0352,2,11,0,0,644,14.5041,0,0
4440.31,19095.94,-0.7674,2,17,0,0,485,14.4678,1,0
24691.36,18086.28,0.3652,2,14,0,0,887,2.364,1,0
14698.36,16154.19,-0.0901,2,8,1,0,1382,18.7465,1,0
5376.25,4273.93,0.2579,3,6,0,0,142,9.8119,0,0
17948.35,16488.95,0.0885,1,12,0,0,215,2.269,1,0
14297.26,23025.09,-0.379,2,15,1,0,262,18.1071,1,0
8827.04,9054.78,-0.0251,1,15,0,0,389,28.2568,0,0
17332.88,14739.69,0.1759,3,19,0,0,170,22.0708,0,0
2183.12,19877.04,-0.8901,3,14,0,0,1860,72.2059,0,0
6259.65,7305.67,-0.1432,3,10,0,0,214,5.3974,1,0
14354.41,15110.36,-0.05,2,9,0,0,459,19.7804,1,0
30137.23,24277.04,0.2414,3,21,0,0,1261,9.2652,1,0
12667.06,13381.26,-0.0534,1,13,0,0,350,22.1189,0,0
12772.72,13094.74,-0.0246,2,16,0,0,1225,18.2656,0,0
21440.07,11530.44,0.8594,3,14,1,0,1330,4.6271,1,0
11145.08,20259.16,-0.4499,1,12,0,0,1040,27.0085,1,0
9658.8,11501.54,-0.1602,2,13,0,0,1862,20.7474,0,0
25184.59,19762.44,0.2744,0,17,1,0,1248,7.2427,1,0
17317.98,24456.71,-0.2919,0,0,1,0,852,20.3112,1,0
5656.41,8245.67,-0.314,3,14,0,0,1085,7.7539,1,0
74362.54,10130.05,6.3402,9,15,1,2,280,0.5041,1,1
10374.84,19032.46,-0.4549,0,3,0,0,420,37.1304,1,0
13087.76,12158.66,0.0764,2,16,0,0,222,29.8921,1,0
18594.86,19562.48,-0.0495,0,8,0,0,837,12.8306,0,0
466796.2,12967.37,34.9951,9,5,1,0,129,0.101,1,1
14082.07,10912.18,0.2905,3,17,0,0,446,23.0824,0,0
10341.34,9144.1,0.1309,1,16,0,0,361,10.9646,1,0
18087.88,19057.57,-0.0509,1,11,0,0,903,12.0446,1,0
8749.93,11709.8,-0.2527,2,8,0,0,1569,27.0966,0,0
22581.58,13870.21,0.628,1,1,0,0,567,13.3353,0,0
19102.19,15821.0,0.2074,2,15,0,0,893,19.6843,0,0
15884.85,14910.86,0.0653,1,19,0,0,1081,4.2958,1,0
27031.97,19008.35,0.4221,2,17,0,0,459,11.6577,1,0
6314.49,13453.0,-0.5306,0,12,1,0,1208,54.2951,0,0
9751.14,5237.89,0.8615,1,10,0,0,857,4.5723,0,0
13461.8,13048.53,0.0317,2,12,0,0,387,29.0705,1,0
18819.32,9912.03,0.8985,3,22,0,0,697,6.9473,0,0
13333.65,8510.64,0.5666,2,14,0,0,1921,14.0822,0,0
23126.54,17632.37,0.3116,1,15,0,0,216,7.0148,1,0
31993.53,23436.1,0.3651,1,16,0,0,1405,9.5954,1,0
10139.76,22968.42,-0.5585,2,2,0,0,811,24.2771,0,0
28674.74,20955.26,0.3684,1,12,0,0,1261,4.6308,0,0
5992.91,10629.82,-0.4362,0,18,0,0,1523,23.5935,1,0
18227.78,18520.16,-0.0158,1,11,0,0,694,12.5474,1,0
7445.13,9413.37,-0.2091,1,18,0,0,717,5.8985,0,0
20467.93,22407.69,-0.0866,1,3,0,0,1367,16.2024,0,0
5255.6,7551.65,-0.304,2,18,0,0,1881,47.1642,0,0
12607.14,11651.43,0.082,2,13,1,0,1754,12.2855,0,0
17099.78,16486.61,0.0372,1,11,0,0,1295,19.1684,1,0
3264.59,5350.23,-0.3897,0,8,0,0,1179,48.1471,1,0
8932.49,11045.26,-0.1913,3,7,0,0,763,12.4242,0,0
7544.22,9275.48,-0.1866,3,7,0,0,149,42.1031,1,0
3005.1,3642.23,-0.1749,3,0,0,0,600,81.5134,1,0
7330.48,10196.55,-0.2811,0,16,0,0,1923,35.414,0,0
18684.93,20649.17,-0.0951,1,8,0,0,251,18.6421,0,0
147601.32,6633.49,21.2477,8,5,0,1,3,0.2775,1,1
8139.62,5094.95,0.5975,2,19,0,0,1803,45.3445,0,0
10372.9,11719.51,-0.1149,1,11,0,0,224,13.1188,0,0
19109.1,23345.84,-0.1815,3,15,1,0,1572,6.568,0,0
22645.05,16603.74,0.3638,3,12,0,0,36,11.9391,1,0
4689.87,4585.07,0.0229,0,16,0,0,1566,82.8731,1,0
2922.76,4456.15,-0.344,2,8,0,0,1841,125.5207,1,0
10698.46,9309.94,0.1491,0,19,0,0,301,4.7997,1,0
10844.69,11047.23,-0.0183,1,10,0,0,47,1.8473,1,0
7371.2,6366.34,0.1578,2,22,0,0,611,39.2754,1,0
24723.95,15436.75,0.6016,0,13,0,0,1361,8.9816,1,0
24657.43,24066.04,0.0246,0,22,0,0,1418,6.362,0,0
11115.66,15659.55,-0.2901,0,16,0,0,413,8.2715,1,0
18989.76,18219.32,0.0423,2,12,0,0,901,7.1802,1,0
17352.03,16630.46,0.0434,0,23,1,0,802,13.8302,0,0
24385.9,24180.9,0.0085,0,5,0,0,1495,4.7492,1,0
19491.97,22261.73,-0.1244,1,5,0,0,432,3.385,0,0
18873.98,16487.18,0.1448,1,15,0,0,1141,14.9174,1,0
4508.38,4761.39,-0.0531,2,12,0,0,1852,76.8517,1,0
8850.74,4650.05,0.9032,3,16,0,0,1368,16.7675,0,0
346105.22,11857.86,28.1855,5,20,1,3,198,0.0596,1,1
4453.24,7769.21,-0.4268,2,23,0,0,862,39.041,1,0
12701.98,8500.93,0.4941,1,11,1,0,488,15.9072,0,0
14445.02,21749.47,-0.3358,0,6,0,0,123,12.5902,0,0
13758.31,19456.24,-0.2928,3,15,0,0,1309,22.1905,1,0
17739.56,20562.12,-0.1373,3,9,0,0,167,18.052,1,0
29678.73,22042.44,0.3464,3,8,0,0,1465,8.1455,1,0
9340.72,14251.31,-0.3445,3,0,1,0,1132,12.5025,1,0
21557.85,18584.99,0.16,2,14,0,0,1000,16.7505,0,0
25009.03,24178.24,0.0344,0,18,0,0,245,12.676,0,0
18394.03,14969.84,0.2287,0,9,0,0,1872,13.7712,0,0
23707.24,21651.33,0.095,3,6,0,0,547,13.5867,1,0
33443.9,24391.54,0.3711,2,13,1,0,497,9.1113,1,0
10152.96,10118.95,0.0034,1,17,0,0,1792,2.7897,0,0
2886.93,3430.54,-0.1584,3,13,0,0,426,108.0453,0,0
3825.75,3719.29,0.0286,2,7,0,0,1550,27.5535,1,0
20486.42,18894.43,0.0843,0,19,0,0,1262,15.4851,0,0
33054.95,20720.45,0.5953,0,17,0,0,249,10.9031,0,0
9645.26,15110.22,-0.3616,2,9,0,0,1954,13.7225,0,0
8009.4,7254.17,0.1041,0,8,1,0,317,42.0759,1,0
7353.68,7443.79,-0.0121,2,15,0,0,1775,43.5199,0,0
9343.41,5683.52,0.6438,1,21,1,0,410,30.7752,0,0
19360.04,18735.2,0.0333,3,14,0,0,1921,20.4775,1,0
9920.74,8061.62,0.2306,0,7,0,0,725,21.1637,0,0
11555.82,12259.15,-0.0574,0,17,0,0,406,12.4751,1,0
15624.46,22140.57,-0.2943,1,9,0,0,1319,21.1451,1,0
20098.82,22437.27,-0.1042,1,19,0,0,785,13.3615,1,0
515276.66,13416.93,37.4022,3,20,1,1,340,0.0232,1,1
7831.69,7596.62,0.0309,2,14,1,0,280,42.749,0,0
21445.57,16527.5,0.2976,3,16,0,0,1072,3.8992,0,0
3306.18,3212.73,0.0291,1,13,0,0,1222,14.6931,1,0
13502.73,15157.77,-0.1092,0,0,0,0,1796,18.7513,1,0
2234.97,3716.38,-0.3985,3,23,0,0,972,140.8084,0,0
16762.91,14526.78,0.1539,0,22,0,0,1595,20.2128,0,0
23325.01,19684.3,0.1849,0,13,0,0,615,16.1651,1,0
9357.6,14549.0,-0.3568,0,10,0,0,571,26.4813,1,0
25220.04,21350.42,0.1812,1,22,0,0,322,14.0325,1,0
5240.04,4968.42,0.0547,2,8,0,0,1429,59.12,1,0
17296.32,15858.85,0.0906,0,2,1,0,355,19.3878,0,0
15872.31,20857.6,-0.239,0,20,1,0,1252,24.4073,0,0
8049.15,14336.17,-0.4385,0,7,0,0,692,6.5788,1,0
274824.92,13989.83,18.6433,3,5,1,1,348,0.1117,1,1
12201.06,14680.25,-0.1689,1,17,0,0,1833,23.3781,0,0
18199.27,17087.06,0.0651,0,15,0,0,70,13.4993,0,0
2899.67,7498.22,-0.6132,1,6,0,0,626,67.5095,1,0
15038.15,13030.75,0.154,1,9,0,0,137,8.5251,1,0
17549.93,17386.99,0.0094,3,13,0,0,817,11.9024,0,0
15015.29,21980.08,-0.3169,1,12,0,0,456,26.3032,0,0
17144.66,16669.38,0.0285,1,12,0,0,785,3.7017,0,0
3271.26,7470.01,-0.562,0,10,0,0,178,16.3753,0,0
13342.15,12179.18,0.0955,1,6,0,0,62,9.7143,0,0
7786.05,7522.83,0.035,1,20,0,0,769,17.1402,0,0
9409.11,8237.41,0.1422,3,16,0,0,599,31.4149,0,0
7278.39,6582.64,0.1057,2,12,0,0,761,5.8019,0,0
23931.48,22181.25,0.0789,0,6,0,0,1556,6.1277,0,0
20318.43,22480.37,-0.0962,1,6,0,0,88,6.2987,0,0
2625.3,5263.91,-0.5012,0,2,1,0,530,40.6631,0,0
16853.1,19730.74,-0.1458,0,21,0,0,774,4.6588,0,0
18496.4,18945.11,-0.0237,1,10,0,0,738,13.8399,0,0
16280.32,17453.0,-0.0672,2,6,0,0,52,9.9099,1,0
8388.18,7779.92,0.0782,2,8,1,0,1209,25.2087,0,0
26382.05,23656.46,0.1152,1,8,0,0,1499,2.2997,0,0
11517.94,14455.13,-0.2032,1,12,0,0,1540,33.7217,1,0
170794.56,9632.95,16.7285,9,5,1,0,341,0.2008,1,1
4881.18,4482.81,0.0888,2,11,0,0,1252,38.0282,1,0
4660.47,8058.46,-0.4216,2,13,0,0,1734,30.0286,0,0
12359.54,13066.11,-0.0541,2,14,0,0,1232,17.8416,0,0
6890.34,4896.74,0.407,3,13,0,0,1716,19.957,1,0
23187.35,20530.34,0.1294,0,21,0,0,1989,12.2703,1,0
13371.78,14917.46,-0.1036,0,8,0,0,692,28.176,0,0
5962.61,4886.47,0.2202,3,19,0,0,1730,31.9768,0,0
19464.22,14555.21,0.3372,0,10,0,0,489,1.3053,0,0
18734.44,13817.01,0.3559,2,17,0,0,1950,12.4425,0,0
9142.33,12192.47,-0.2501,1,10,0,0,435,20.0978,0,0
4378.25,6012.89,-0.2718,3,11,1,0,363,28.9864,0,0
31758.23,19782.51,0.6053,2,9,0,0,1638,8.8918,0,0
9594.8,6903.79,0.3897,1,10,0,0,1112,38.9485,1,0
9552.12,16151.27,-0.4086,0,8,0,0,928,30.0686,0,0
11029.35,8228.27,0.3404,0,13,0,0,1558,35.1022,0,0
3940.25,11055.97,-0.6436,2,13,0,0,1611,29.0051,1,0
4132.51,4862.5,-0.1501,0,10,0,0,625,29.6761,1,0
3321.57,3626.52,-0.0841,0,20,0,0,1815,8.9736,0,0
29496.73,23798.47,0.2394,1,17,1,0,1506,13.0797,0,0
4297.32,5130.84,-0.1624,3,6,0,0,1235,27.3254,1,0
4334.23,4274.79,0.0139,0,17,1,0,1339,31.8937,1,0
22015.77,15156.65,0.4525,2,18,0,0,82,7.2741,1,0
10290.78,10928.25,-0.0583,2,18,0,0,1331,9.295,1,0
30256.36,23581.27,0.2831,1,7,0,0,1436,8.6056,0,0
3743.97,4596.98,-0.1855,3,18,0,0,491,22.0558,1,0
12653.35,13812.23,-0.0839,1,11,0,0,45,28.0556,1,0
4656.24,4972.26,-0.0635,3,6,0,0,120,62.2466,1,0
2905.43,5048.78,-0.4244,2,20,0,0,1583,46.0124,0,0
42083.67,23768.21,0.7706,1,17,0,0,1918,9.3303,0,0
31080.98,23277.4,0.3352,1,10,0,0,782,11.6923,1,0
7876.14,15710.66,-0.4986,0,15,0,0,267,43.1498,0,0
47231.68,7525.88,5.2752,4,4,1,1,368,0.2105,1,1
7730.65,6226.22,0.2416,0,6,0,0,806,24.4532,0,0
5421.99,5350.36,0.0134,3,22,1,0,1629,37.3004,1,0
18213.66,10743.67,0.6952,1,17,0,0,639,10.6501,1,0
25722.04,16944.8,0.518,2,23,0,0,97,7.5863,1,0
273354.8,11891.0,21.9865,4,0,1,0,252,0.1216,1,1
17042.08,14960.79,0.1391,3,1,0,0,959,22.8546,1,0
15812.01,16733.83,-0.0551,3,23,0,0,611,14.8396,1,0
31511.95,20222.21,0.5583,2,11,0,0,900,3.7892,0,0
184278.67,6892.52,25.7323,9,14,1,1,4,0.2528,1,1
25726.86,20516.54,0.2539,2,13,0,0,1896,2.4519,1,0
21599.64,17345.2,0.2453,2,11,0,0,499,16.8358,0,0
13608.68,20861.13,-0.3476,0,12,1,0,940,28.9384,0,0
16050.01,12332.01,0.3015,3,11,0,0,921,12.7801,1,0
4185.64,3989.64,0.0491,3,1,0,0,812,44.4429,0,0
15079.14,17635.33,-0.1449,1,17,0,0,1063,23.5723,0,0
10128.3,13066.57,-0.2249,3,9,1,0,671,31.1964,1,0
2852.65,3564.93,-0.1997,3,22,0,0,1242,134.6014,1,0
16643.62,11643.72,0.4294,1,16,0,0,878,11.636,0,0
19615.51,10329.24,0.8989,1,17,0,0,368,7.0106,0,0
11611.04,7305.74,0.5892,0,23,0,0,1034,23.879,0,0
15028.18,16427.23,-0.0852,0,11,0,0,1641,9.2706,0,0
10260.07,8922.02,0.15,1,17,1,0,502,10.9863,0,0
2130.85,5768.33,-0.6305,0,16,0,0,608,34.7991,1,0
30394.09,20534.74,0.4801,2,9,0,0,174,10.6791,1,0
5421.57,5308.11,0.0214,0,9,0,0,1049,54.0576,0,0
11890.67,10190.91,0.1668,2,19,1,0,416,11.4686,1,0
27722.18,19787.81,0.401,2,17,0,0,139,8.7719,1,0
4268.13,3881.29,0.0996,0,11,0,0,1688,46.5781,1,0
15056.82,12499.54,0.2046,2,6,1,0,1672,5.8893,0,0
16631.81,13690.36,0.2148,1,17,0,0,1948,19.2786,1,0
11637.16,15108.55,-0.2297,1,6,0,0,274,11.7301,1,0
16980.94,22510.56,-0.2456,2,12,0,0,139,9.4948,1,0
6045.48,5242.85,0.1531,3,15,0,0,145,26.9729,0,0
25778.16,23475.29,0.0981,1,9,0,0,139,5.0334,1,0
23125.09,21959.6,0.0531,1,14,0,0,1733,9.185,1,0
22154.48,15213.9,0.4562,2,4,0,0,1751,6.5922,0,0
18046.81,21590.87,-0.1641,3,1,0,0,1813,3.2076,1,0
15503.2,16931.29,-0.0843,3,15,1,0,305,23.1464,1,0
22402.84,15361.31,0.4584,2,12,0,0,1838,14.1851,1,0
8299.33,17429.11,-0.5238,1,13,0,0,961,9.775,0,0
3861.73,3699.22,0.0439,1,12,0,0,437,14.395,1,0
